insee	osm	geonames	wikidata	wikipedia	databnf	viaf	siaf	inha
53198	108707		Q731731	https://fr.wikipedia.org/wiki/Saint-Aubin-du-D%C3%A9sert	ark:/12148/cb15263991s			
53199	1137735	6436460	Q1101807	https://fr.wikipedia.org/wiki/Saint-Aubin-Fosse-Louvain	ark:/12148/cb152639924			
53200	1113932	6436461	Q1100122	https://fr.wikipedia.org/wiki/Saint-Baudelle	ark:/12148/cb15263993g			
53201	393524	6617034	Q668446	https://fr.wikipedia.org/wiki/Saint-Berthevin_(Mayenne)	ark:/12148/cb15263994t	130528713		
53202	1124919		Q1171389	https://fr.wikipedia.org/wiki/Saint-Berthevin-la-Tanni%C3%A8re	ark:/12148/cb152639955			
53203	1137568	6454292	Q774013	https://fr.wikipedia.org/wiki/Saint-Brice_(Mayenne)	ark:/12148/cb15263996h			
53204	1125447		Q1100733	https://fr.wikipedia.org/wiki/Saint-Calais-du-D%C3%A9sert	ark:/12148/cb15263997v			
53205		6436464	Q746712	https://fr.wikipedia.org/wiki/Saint-C%C3%A9ner%C3%A9		246277627		
53206	1137729		Q771099	https://fr.wikipedia.org/wiki/Saint-Charles-la-For%C3%AAt	ark:/12148/cb15263999j			
53207	1137570	6436466	Q1100712	https://fr.wikipedia.org/wiki/Saint-Christophe-du-Luat	ark:/12148/cb15264000d	316388098		
53208	1125438	6436467	Q1100166	https://fr.wikipedia.org/wiki/Saint-Cyr-en-Pail	ark:/12148/cb15264001r			
53209	1991684	6612615	Q1100722	https://fr.wikipedia.org/wiki/Saint-Cyr-le-Gravelais	ark:/12148/cb152640023			
53210	1125465		Q1100702	https://fr.wikipedia.org/wiki/Saint-Denis-d%27Anjou	ark:/12148/cb15264003f	140855881		
53211	1124468	6436470	Q1100293	https://fr.wikipedia.org/wiki/Saint-Denis-de-Gastines	ark:/12148/cb15264004s			ark:/54721/f3e56175-f408-47a5-9c05-352c18087237
53212	1113003	6436471	Q641637	https://fr.wikipedia.org/wiki/Saint-Denis-du-Maine	ark:/12148/cb152640054			
53213	1124926	6612616	Q1100160	https://fr.wikipedia.org/wiki/Saint-Ellier-du-Maine	ark:/12148/cb15264006g			ark:/54721/25b32654-550d-40e1-bb12-fdc0340c26ad
53214	1730506	6612617	Q545530	https://fr.wikipedia.org/wiki/Saint-Erblon_(Mayenne)	ark:/12148/cb15264007t			
53215	1137736	6436474	Q651723	https://fr.wikipedia.org/wiki/Saint-Fort	ark:/12148/cb152640085			
53216	1137733		Q654570	https://fr.wikipedia.org/wiki/Saint-Fraimbault-de-Pri%C3%A8res	ark:/12148/cb15264009h	236144994		
53217								
53218	1137566	6436476	Q751881	https://fr.wikipedia.org/wiki/Sainte-Gemmes-le-Robert	ark:/12148/cb152640112			
53219	1125310	6436477	Q669154	https://fr.wikipedia.org/wiki/Saint-Georges-Buttavent	ark:/12148/cb15264012d			
53220	1244894		Q777678	https://fr.wikipedia.org/wiki/Saint-Georges-le-Fl%C3%A9chard	ark:/12148/cb15264013r			
53221	1137582	6436479	Q542432	https://fr.wikipedia.org/wiki/Saint-Georges-sur-Erve	ark:/12148/cb152640143	249397097		
53222	1124929		Q1100296	https://fr.wikipedia.org/wiki/Saint-Germain-d%27Anxure	ark:/12148/cb15264015f			
53223	108710	6612618	Q751450	https://fr.wikipedia.org/wiki/Saint-Germain-de-Coulamer	ark:/12148/cb15264016s			
53224	1137734	6436482	Q662822	https://fr.wikipedia.org/wiki/Saint-Germain-le-Fouilloux	ark:/12148/cb152640174			
53225	1113006	6436483	Q663413	https://fr.wikipedia.org/wiki/Saint-Germain-le-Guillaume	ark:/12148/cb15264018g			
53226	1140101	6436484	Q1101744	https://fr.wikipedia.org/wiki/Saint-Hilaire-du-Maine	ark:/12148/cb15264019t			
53227								
53228	6838405				ark:/12148/cb15264021c			
53229	1138450	6436486	Q1100746	https://fr.wikipedia.org/wiki/Saint-Jean-sur-Mayenne	ark:/12148/cb15264022q			
53230	1918449	6436487	Q1171411	https://fr.wikipedia.org/wiki/Saint-Julien-du-Terroux	ark:/12148/cb152640232			
53231	1125559	6436488	Q1101820	https://fr.wikipedia.org/wiki/Saint-Laurent-des-Mortiers	ark:/12148/cb15264024d			
53232	1137730	6617035	Q1100283	https://fr.wikipedia.org/wiki/Saint-L%C3%A9ger_(Mayenne)	ark:/12148/cb15264025r			
53233	1137578	6436489	Q522778	https://fr.wikipedia.org/wiki/Saint-Loup-du-Dorat	ark:/12148/cb152640263			
53234	1125429	6436490	Q1101658	https://fr.wikipedia.org/wiki/Saint-Loup-du-Gast	ark:/12148/cb15264027f			
53235	1918450	6436491	Q761935	https://fr.wikipedia.org/wiki/Sainte-Marie-du-Bois_(Mayenne)	ark:/12148/cb15264028s			
53236	108703		Q957960	https://fr.wikipedia.org/wiki/Saint-Mars-du-D%C3%A9sert_(Mayenne)	ark:/12148/cb152640294			
53237	1125422	6436492	Q1100505	https://fr.wikipedia.org/wiki/Saint-Mars-sur-Colmont	ark:/12148/cb15264030b			
53238	1124507	6436493	Q684519	https://fr.wikipedia.org/wiki/Saint-Mars-sur-la-Futaie	ark:/12148/cb15264031p			
53239	2574174		Q751107	https://fr.wikipedia.org/wiki/Saint-Martin-de-Conn%C3%A9e	ark:/12148/cb152640321	237033005		
53240	1730507	6436495	Q1101773	https://fr.wikipedia.org/wiki/Saint-Martin-du-Limet	ark:/12148/cb15264033c			
53241	1125564	6436496	Q542370	https://fr.wikipedia.org/wiki/Saint-Michel-de-Feins	ark:/12148/cb15264034q			
53242	1794955		Q1100157	https://fr.wikipedia.org/wiki/Saint-Michel-de-la-Ro%C3%AB	ark:/12148/cb152640352			
53243	1930086		Q1100193	https://fr.wikipedia.org/wiki/Saint-Ou%C3%ABn-des-Toits	ark:/12148/cb15264036d			
53244	1112924		Q942114	https://fr.wikipedia.org/wiki/Saint-Ou%C3%ABn-des-Vallons	ark:/12148/cb15264037r			
53245	1124928	6436497	Q926396	https://fr.wikipedia.org/wiki/Saint-Pierre-des-Landes	ark:/12148/cb152640383			
53246	108686	2977482	Q1101829	https://fr.wikipedia.org/wiki/Saint-Pierre-des-Nids	ark:/12148/cb15264039f			
53247	1943539	2977446	Q544967	https://fr.wikipedia.org/wiki/Saint-Pierre-la-Cour	ark:/12148/cb15264040n			
53248	1244891	2977408	Q541869	https://fr.wikipedia.org/wiki/Saint-Pierre-sur-Erve	ark:/12148/cb152640410			
53249	2574175	6612621	Q1100726	https://fr.wikipedia.org/wiki/Saint-Pierre-sur-Orthe	ark:/12148/cb15264042b			
53250	1730508	6436502	Q1100738	https://fr.wikipedia.org/wiki/Saint-Poix	ark:/12148/cb15264043p			
53251	1553323	6612622	Q680951	https://fr.wikipedia.org/wiki/Saint-Quentin-les-Anges	ark:/12148/cb152640441			
53252		6436504	Q1100684	https://fr.wikipedia.org/wiki/Saint-Samson_(Mayenne)				
53253	1730509	2977064	Q1106647	https://fr.wikipedia.org/wiki/Saint-Saturnin-du-Limet	ark:/12148/cb15264046q			
53254	1137575	6613966	Q634643	https://fr.wikipedia.org/wiki/Saint-Sulpice_(Mayenne)	ark:/12148/cb152640472			
53255	5812102				ark:/12148/cb15264048d			ark:/54721/2aa0e48f-474a-41f8-bbc5-5c024084a8ce
53256	2574176	6436507	Q1099940	https://fr.wikipedia.org/wiki/Saint-Thomas-de-Courceriers	ark:/12148/cb15264049r			
53257	1243826	2975824	Q1100174	https://fr.wikipedia.org/wiki/Saulges	ark:/12148/cb15264050z			
53258	1904593	6456210	Q1223001	https://fr.wikipedia.org/wiki/La_Selle-Craonnaise	ark:/12148/cb152640519			
53259	1730510	6612623	Q761890	https://fr.wikipedia.org/wiki/Senonnes	ark:/12148/cb15264052n			
53260	1993534	6436510	Q733666	https://fr.wikipedia.org/wiki/Simpl%C3%A9	ark:/12148/cb152640530			
53261	1125420	6436511	Q773660	https://fr.wikipedia.org/wiki/Souc%C3%A9	ark:/12148/cb15264054b			
53262	1137737	6617037	Q640459	https://fr.wikipedia.org/wiki/Soulg%C3%A9-sur-Ouette	ark:/12148/cb15264055p			
53263	1782936	6614977	Q1100496	https://fr.wikipedia.org/wiki/Thub%C5%93uf_(Mayenne)	ark:/12148/cb152640561			
53264	1244890	6436512	Q661766	https://fr.wikipedia.org/wiki/Thorign%C3%A9-en-Charnie	ark:/12148/cb15264057c			
53265	1244896	6617038	Q531993	https://fr.wikipedia.org/wiki/Torc%C3%A9-Viviers-en-Charnie	ark:/12148/cb15264058q			
53266	2574177	6454293	Q1100103	https://fr.wikipedia.org/wiki/Trans_(Mayenne)	ark:/12148/cb152640592	235662355		
53267	1244848	6436513	Q1100199	https://fr.wikipedia.org/wiki/Vaiges	ark:/12148/cb152640608			
53268								
53269	1124442	6436514	Q646073	https://fr.wikipedia.org/wiki/Vautorte	ark:/12148/cb15264062z			
53270	1125311	6436515	Q1101753	https://fr.wikipedia.org/wiki/Vieuvy	ark:/12148/cb152640639			
53271	1136054	2969032	Q753789	https://fr.wikipedia.org/wiki/Villaines-la-Juhel	ark:/12148/cb15264064n	168081532		
53272	1125434	6436517	Q521961	https://fr.wikipedia.org/wiki/Villepail	ark:/12148/cb152640650			
53273	1137732	6436518	Q1100112	https://fr.wikipedia.org/wiki/Villiers-Charlemagne	ark:/12148/cb15264066b			
53274	1991716	6612624	Q535438	https://fr.wikipedia.org/wiki/Vimarc%C3%A9	ark:/12148/cb15264067p			
53275								
53276	1111273	6436520	Q1100144	https://fr.wikipedia.org/wiki/Voutr%C3%A9	ark:/12148/cb15264069c			
54001	1874846	6455364	Q269866	https://fr.wikipedia.org/wiki/Abaucourt	ark:/12148/cb15264070k			
54002	534506	6452390	Q1087158	https://fr.wikipedia.org/wiki/Abb%C3%A9ville-l%C3%A8s-Conflans	ark:/12148/cb15264071x			
54003	2773008	6613334	Q668451	https://fr.wikipedia.org/wiki/Aboncourt_(Meurthe-et-Moselle)	ark:/12148/cb152640728			
54004	1392629	6452391	Q997323	https://fr.wikipedia.org/wiki/Affl%C3%A9ville	ark:/12148/cb15264073m			
54005	2961645	6452392	Q997311	https://fr.wikipedia.org/wiki/Affracourt	ark:/12148/cb15264074z			
54006	113011	6452393	Q287413	https://fr.wikipedia.org/wiki/Agincourt	ark:/12148/cb152640759	149529750		
54007	1392669	6452394	Q1087177	https://fr.wikipedia.org/wiki/Aingeray	ark:/12148/cb15264076n			
54008	2117023	3038183	Q682655	https://fr.wikipedia.org/wiki/Allain	ark:/12148/cb152640770	131282596	30320321	
54009	1140182	6613171	Q1087162	https://fr.wikipedia.org/wiki/Allamont	ark:/12148/cb15264078b			
54010	2772997	6449681	Q1087168	https://fr.wikipedia.org/wiki/Allamps	ark:/12148/cb15264079p			
54011	2956963	6449682	Q1087149	https://fr.wikipedia.org/wiki/Allondrelle-la-Malmaison	ark:/12148/cb15264080w		30305984	
54012	113049	6455167	Q453618	https://fr.wikipedia.org/wiki/Amance_(Meurthe-et-Moselle)	ark:/12148/cb152640817			
54013	2634825	6613046	Q607340	https://fr.wikipedia.org/wiki/Amenoncourt	ark:/12148/cb15264082k			
54014	2962507	6449684	Q977709	https://fr.wikipedia.org/wiki/Ancerviller	ark:/12148/cb15264083x			
54015	1424228	6449685	Q192589	https://fr.wikipedia.org/wiki/Anderny	ark:/12148/cb152640848			
54016	2180613	6449686	Q476999	https://fr.wikipedia.org/wiki/Andilly_(Meurthe-et-Moselle)	ark:/12148/cb15264085m			
54017	1707855	6449687	Q193720	https://fr.wikipedia.org/wiki/Angomont	ark:/12148/cb15264086z	238166596		
54018	113032	6449688	Q576623	https://fr.wikipedia.org/wiki/Anoux	ark:/12148/cb152640879			
54019	2400369	6449689	Q473079	https://fr.wikipedia.org/wiki/Ansauville	ark:/12148/cb15264088n			
54020	2957820	6449690	Q1018409	https://fr.wikipedia.org/wiki/Anthelupt	ark:/12148/cb152640890	235265028		
54021	1874863	6449691	Q1102592	https://fr.wikipedia.org/wiki/Armaucourt	ark:/12148/cb152640906			
54022	1427526	6449692	Q477004	https://fr.wikipedia.org/wiki/Arnaville	ark:/12148/cb15264091j	238794715		
54023	2958751	6449693	Q221252	https://fr.wikipedia.org/wiki/Arracourt	ark:/12148/cb15264092w	245869278		
54024	1839702	6449694	Q745373	https://fr.wikipedia.org/wiki/Arraye-et-Han	ark:/12148/cb152640937		30310404	
54025	52368	6449695	Q858033	https://fr.wikipedia.org/wiki/Art-sur-Meurthe	ark:/12148/cb15264094k	145507800		ark:/54721/dbc7f125-cec8-451e-bbc1-2d2329507d9f
54026	2961397	6449696	Q473027	https://fr.wikipedia.org/wiki/Athienville	ark:/12148/cb15264095x			
54027	113027	6449697	Q509647	https://fr.wikipedia.org/wiki/Atton	ark:/12148/cb152640968	247426061		
54028	113072	6449698	Q473158	https://fr.wikipedia.org/wiki/Aubou%C3%A9	ark:/12148/cb15264097m			
54029	531936	6449699	Q225755	https://fr.wikipedia.org/wiki/Audun-le-Roman	ark:/12148/cb15264098z	145555291		ark:/54721/5a8c507c-f86b-4b74-a031-853021af1e28
54030	113017	6613047	Q211780	https://fr.wikipedia.org/wiki/Autrepierre	ark:/12148/cb152640999			
54031	1773001	6449701	Q225748	https://fr.wikipedia.org/wiki/Autreville-sur-Moselle	ark:/12148/cb15264100p			
54032	2959349	6617039	Q1065677	https://fr.wikipedia.org/wiki/Autrey_(Meurthe-et-Moselle)	ark:/12148/cb152641011			
54033	2066143	6617040	Q1148162	https://fr.wikipedia.org/wiki/Avillers_(Meurthe-et-Moselle)	ark:/12148/cb15264102c			
54034	1780614	6614098	Q1148935	https://fr.wikipedia.org/wiki/Avrainville_(Meurthe-et-Moselle)	ark:/12148/cb15264103q			
54035	2960879	6617041	Q196340	https://fr.wikipedia.org/wiki/Avricourt_(Meurthe-et-Moselle)	ark:/12148/cb152641042	140958711		ark:/54721/c77f8dfc-5bd7-44b9-8302-b08a7356a332
54036	531950	6449703	Q1018403	https://fr.wikipedia.org/wiki/Avril_(Meurthe-et-Moselle)	ark:/12148/cb15264105d	306266388		
54037	1140175	6449704	Q1000779	https://fr.wikipedia.org/wiki/Azelot	ark:/12148/cb15264106r			
54038	113012	6449705	Q208728	https://fr.wikipedia.org/wiki/Azerailles	ark:/12148/cb152641073			
54039	113133	6449706	Q319282	https://fr.wikipedia.org/wiki/Baccarat	ark:/12148/cb15264108f	236981386		ark:/54721/578d105c-31d4-4479-8e9d-296252ae0743
54040	1707821	3035449	Q501953	https://fr.wikipedia.org/wiki/Badonviller	ark:/12148/cb15264109s	243218432	130809209	
54041	2772998	6449707	Q1002005	https://fr.wikipedia.org/wiki/Bagneux_(Meurthe-et-Moselle)	ark:/12148/cb152641100			
54042	1401565	6449708	Q1018407	https://fr.wikipedia.org/wiki/Bainville-aux-Miroirs	ark:/12148/cb15264111b			
54043	113114	6449709	Q473093	https://fr.wikipedia.org/wiki/Bainville-sur-Madon	ark:/12148/cb15264112p			
54044	2962970	6449710	Q858286	https://fr.wikipedia.org/wiki/Barbas	ark:/12148/cb152641131			
54045	1553299	6449711	Q1018300	https://fr.wikipedia.org/wiki/Barbonville	ark:/12148/cb15264114c	262493193		
54046	2772999	6449712	Q1000966	https://fr.wikipedia.org/wiki/Barisey-au-Plain	ark:/12148/cb15264115q			
54047	534440	6449713	Q193339	https://fr.wikipedia.org/wiki/Barisey-la-C%C3%B4te	ark:/12148/cb152641162			
54048	534456	6456978	Q1000770	https://fr.wikipedia.org/wiki/Les_Baroches	ark:/12148/cb15264117d	242805712		
54049	1140181	6449714	Q1018310	https://fr.wikipedia.org/wiki/Baslieux	ark:/12148/cb15264118r			ark:/54721/672f8eb5-20db-4315-9574-307d6e62e08d
54050	2959920	6449715	Q209881	https://fr.wikipedia.org/wiki/Bathel%C3%A9mont	ark:/12148/cb152641193			
54051	1419811	6449716	Q194002	https://fr.wikipedia.org/wiki/Batilly_(Meurthe-et-Moselle)	ark:/12148/cb152641209			
54052	2773000	6449717	Q338742	https://fr.wikipedia.org/wiki/Battigny	ark:/12148/cb15264121n			
54053	2961704	6455169	Q1018328	https://fr.wikipedia.org/wiki/Bauzemont	ark:/12148/cb152641220			
54054	1707902	6455170	Q1062073	https://fr.wikipedia.org/wiki/Bayon_(Meurthe-et-Moselle)	ark:/12148/cb15264123b	140461553		
54055	1427527	6449718	Q766641	https://fr.wikipedia.org/wiki/Bayonville-sur-Mad	ark:/12148/cb15264124p			
54056	2416857	6617042	Q1018336	https://fr.wikipedia.org/wiki/Bazailles	ark:/12148/cb152641251			
54057	1397326	6449719	Q868110	https://fr.wikipedia.org/wiki/Beaumont_(Meurthe-et-Moselle)	ark:/12148/cb15264126c			
54058	1770805	6613049	Q193225	https://fr.wikipedia.org/wiki/B%C3%A9champs	ark:/12148/cb15264127q			
54059	113016	6449721	Q726523	https://fr.wikipedia.org/wiki/Belleau_(Meurthe-et-Moselle)	ark:/12148/cb152641282			
54060	1140180	6455171	Q1060182	https://fr.wikipedia.org/wiki/Belleville_(Meurthe-et-Moselle)	ark:/12148/cb15264129d			ark:/54721/288c71f1-eabe-42d5-8c57-7aa0a8188761
54061	113094	6449722	Q1018316	https://fr.wikipedia.org/wiki/B%C3%A9nam%C3%A9nil	ark:/12148/cb15264130m			
54062	2960045	6449723	Q227546	https://fr.wikipedia.org/wiki/Benney	ark:/12148/cb15264131z			
54063	2961034	6449724	Q212968	https://fr.wikipedia.org/wiki/Bern%C3%A9court	ark:/12148/cb152641329			
54064	2845722	6613050	Q1018414	https://fr.wikipedia.org/wiki/Bertrambois	ark:/12148/cb15264133n			
54065	113024	6449726	Q990896	https://fr.wikipedia.org/wiki/Bertrichamps	ark:/12148/cb152641340	299762874		
54066	1140185	6449727	Q227667	https://fr.wikipedia.org/wiki/Bettainvillers	ark:/12148/cb15264135b	240610499		
54067	1537478	6449728	Q646176	https://fr.wikipedia.org/wiki/Beuveille	ark:/12148/cb15264136p			
54068	2872768	6449729	Q988268	https://fr.wikipedia.org/wiki/Beuvezin	ark:/12148/cb152641371			
54069	113053	6449730	Q1018438	https://fr.wikipedia.org/wiki/Beuvillers_(Meurthe-et-Moselle)	ark:/12148/cb15264138c			ark:/54721/4d298124-60ee-46c0-8dcf-da487e4ad2ca
54070	1874870	6449731	Q229977	https://fr.wikipedia.org/wiki/Bey-sur-Seille	ark:/12148/cb15264139q			
54071	2961414	6449732	Q230171	https://fr.wikipedia.org/wiki/Bezange-la-Grande	ark:/12148/cb15264140x			
54072	1773009	6449733	Q260053	https://fr.wikipedia.org/wiki/Bezaumont	ark:/12148/cb152641418			
54073	2117091	6449734	Q990914	https://fr.wikipedia.org/wiki/Bicqueley	ark:/12148/cb15264142m			
54074	1947496	6449735	Q988180	https://fr.wikipedia.org/wiki/Bienville-la-Petite	ark:/12148/cb15264143z			
54075	106796	6455172	Q990829	https://fr.wikipedia.org/wiki/Bionville	ark:/12148/cb152641449			
54076	1285426	6449736	Q1085877	https://fr.wikipedia.org/wiki/Blainville-sur-l%27Eau	ark:/12148/cb15264145n		18316561	
54077	2962146	3032429	Q457569	https://fr.wikipedia.org/wiki/Bl%C3%A2mont	ark:/12148/cb152641460		30317660	
54078	2961265	6455173	Q1065764	https://fr.wikipedia.org/wiki/Bl%C3%A9merey_(Meurthe-et-Moselle)	ark:/12148/cb15264147b			ark:/54721/6f9cb990-1bbc-4f0b-9c3a-bc3188c711ec
54079	113050	6449739	Q227728	https://fr.wikipedia.org/wiki/Bl%C3%A9nod-l%C3%A8s-Pont-%C3%A0-Mousson	ark:/12148/cb15264148p	148964827		
54080	2885405	6449740	Q990790	https://fr.wikipedia.org/wiki/Bl%C3%A9nod-l%C3%A8s-Toul	ark:/12148/cb152641491	237032488		ark:/54721/eba324ac-0d55-499e-b8b4-c4b1895096fd
54081	2066149	6449741	Q221198	https://fr.wikipedia.org/wiki/Boismont_(Meurthe-et-Moselle)	ark:/12148/cb152641507	160356585		
54082	1140177	6455174	Q727026	https://fr.wikipedia.org/wiki/Boncourt_(Meurthe-et-Moselle)	ark:/12148/cb15264151k			
54083	1947516	6449742	Q990941	https://fr.wikipedia.org/wiki/Bonviller	ark:/12148/cb15264152x			
54084	113115	6449743	Q1060605	https://fr.wikipedia.org/wiki/Mont-Bonvillers	ark:/12148/cb152641538	248792287		
54085	1707903	6449744	Q231981	https://fr.wikipedia.org/wiki/Borville	ark:/12148/cb15264154m			
54086	2180609	3031332	Q655744	https://fr.wikipedia.org/wiki/Boucq	ark:/12148/cb15264155z		30306014	
54087	2957610	6449746	Q229001	https://fr.wikipedia.org/wiki/Bouillonville	ark:/12148/cb152641569			
54088	2180598	6449747	Q1102573	https://fr.wikipedia.org/wiki/Bouvron_(Meurthe-et-Moselle)	ark:/12148/cb15264157n	235202720		
54089	1970773	6449748	Q231972	https://fr.wikipedia.org/wiki/Bouxi%C3%A8res-aux-Ch%C3%AAnes	ark:/12148/cb152641580			
54090	75203	6449749	Q476666	https://fr.wikipedia.org/wiki/Bouxi%C3%A8res-aux-Dames	ark:/12148/cb15264159b	137235917		
54091	113041	6449750	Q944342	https://fr.wikipedia.org/wiki/Bouxi%C3%A8res-sous-Froidmont	ark:/12148/cb15264160j	245453474		
54092	2681407	6455175	Q387833	https://fr.wikipedia.org/wiki/Bouzanville	ark:/12148/cb15264161w			
54093	1401563	6617043	Q972355	https://fr.wikipedia.org/wiki/Brainville_(Meurthe-et-Moselle)	ark:/12148/cb152641627			
54094	2623817	6449751	Q478548	https://fr.wikipedia.org/wiki/Bralleville	ark:/12148/cb15264163k			
54095	1999570	6449752	Q615710	https://fr.wikipedia.org/wiki/Bratte	ark:/12148/cb15264164x			
54096	1876955	6449753	Q931397	https://fr.wikipedia.org/wiki/Br%C3%A9hain-la-Ville	ark:/12148/cb152641658	160157309		
54097	104740	6449754	Q990975	https://fr.wikipedia.org/wiki/Br%C3%A9m%C3%A9nil	ark:/12148/cb15264166m	247876956		
54098	1707904	6449755	Q387879	https://fr.wikipedia.org/wiki/Br%C3%A9moncourt	ark:/12148/cb15264167z	244808635		
54099	6547899				ark:/12148/cb152641689			ark:/54721/c314d511-f0f3-48bb-af3e-c5b38e0d7ceb
54100	1815250	6436521	Q518643	https://fr.wikipedia.org/wiki/Brin-sur-Seille	ark:/12148/cb15264169n			
54101	1780632	6436522	Q988245	https://fr.wikipedia.org/wiki/Brouville	ark:/12148/cb15264170v			
54102	2180582	6436523	Q594495	https://fr.wikipedia.org/wiki/Bruley	ark:/12148/cb152641716			
54103	1412097	6436524	Q990904	https://fr.wikipedia.org/wiki/Bruville	ark:/12148/cb15264172j			
54104	113124	6436525	Q1026432	https://fr.wikipedia.org/wiki/Buissoncourt	ark:/12148/cb15264173w			
54105	2885416	3029573	Q227783	https://fr.wikipedia.org/wiki/Bulligny	ark:/12148/cb152641747		30314615	ark:/54721/80113733-70eb-40db-a2c3-0df854e649ed
54106	2959848	6436527	Q473145	https://fr.wikipedia.org/wiki/Bures_(Meurthe-et-Moselle)	ark:/12148/cb15264175k			
54107	2959164	6436528	Q229372	https://fr.wikipedia.org/wiki/Buriville	ark:/12148/cb15264176x			
54108	2416900	6436529	Q232013	https://fr.wikipedia.org/wiki/Burthecourt-aux-Ch%C3%AAnes	ark:/12148/cb152641778			
54109	2959278	6436530	Q228782	https://fr.wikipedia.org/wiki/Ceintrey	ark:/12148/cb15264178m			
54110	113022	6436531	Q231918	https://fr.wikipedia.org/wiki/Cerville	ark:/12148/cb15264179z			
54111	113066	3027521	Q196967	https://fr.wikipedia.org/wiki/Chaligny	ark:/12148/cb152641805		30308200	ark:/54721/ad28889d-2990-4146-ad4a-d53bd920f8b2
54112	1417799	6436533	Q228786	https://fr.wikipedia.org/wiki/Chambley-Bussi%C3%A8res	ark:/12148/cb15264181h		30312718	
54113	113056	6436534	Q1026473	https://fr.wikipedia.org/wiki/Champenoux	ark:/12148/cb15264182v	154487554		
54114	113058	6436535	Q1026446	https://fr.wikipedia.org/wiki/Champey-sur-Moselle	ark:/12148/cb152641836			
54115	75321	3027126	Q229339	https://fr.wikipedia.org/wiki/Champigneulles	ark:/12148/cb15264184j	155642287	30321198	ark:/54721/8ccd17da-84d4-4e81-a6f3-11ca628b90e6
54116	88920	6436537	Q990753	https://fr.wikipedia.org/wiki/Chanteheux	ark:/12148/cb15264185w	238682477		
54117	2958957	6436538	Q1026452	https://fr.wikipedia.org/wiki/Chaouilley	ark:/12148/cb152641867			
54118	2957702	6436539	Q988183	https://fr.wikipedia.org/wiki/Charency-Vezin	ark:/12148/cb15264187k			
54119	1441328	6436540	Q988199	https://fr.wikipedia.org/wiki/Charey	ark:/12148/cb15264188x			
54120	2123955	3026579	Q1085887	https://fr.wikipedia.org/wiki/Charmes-la-C%C3%B4te	ark:/12148/cb152641898		30323930	
54121	1553300	6613666	Q209874	https://fr.wikipedia.org/wiki/Charmois_(Meurthe-et-Moselle)	ark:/12148/cb15264190g	235742176		
54122	1874181	6436542	Q988202	https://fr.wikipedia.org/wiki/Chaudeney-sur-Moselle	ark:/12148/cb15264191t			
54123	52396	6436543	Q213252	https://fr.wikipedia.org/wiki/Chavigny_(Meurthe-et-Moselle)	ark:/12148/cb152641925			
54124	2962547	6436544	Q229027	https://fr.wikipedia.org/wiki/Chazelles-sur-Albe	ark:/12148/cb15264193h			
54125	113060	6436545	Q966579	https://fr.wikipedia.org/wiki/Chenevi%C3%A8res	ark:/12148/cb15264194v	244333785		
54126	1815240	6436546	Q990930	https://fr.wikipedia.org/wiki/Chenicourt	ark:/12148/cb152641956	234755160		
54127	113055	6614151	Q230204	https://fr.wikipedia.org/wiki/Cheni%C3%A8res	ark:/12148/cb15264196j			
54128	2248834	6617044	Q1026467	https://fr.wikipedia.org/wiki/Choloy-M%C3%A9nillot	ark:/12148/cb15264197w			
54129	1397132	6617045	Q232021	https://fr.wikipedia.org/wiki/Cirey-sur-Vezouze	ark:/12148/cb152641987	127286014		
54130	1707905	6436547	Q227663	https://fr.wikipedia.org/wiki/Clayeures	ark:/12148/cb15264199k	246946568		
54131	1780591	6436548	Q229421	https://fr.wikipedia.org/wiki/Cl%C3%A9mery	ark:/12148/cb15264200z			
54132	2458973	6613869	Q231912	https://fr.wikipedia.org/wiki/Cl%C3%A9rey-sur-Brenon	ark:/12148/cb152642019			
54133	2958153	6436549	Q227774	https://fr.wikipedia.org/wiki/Coincourt	ark:/12148/cb15264202n			
54134	2957345	6436550	Q990786	https://fr.wikipedia.org/wiki/Colmey	ark:/12148/cb152642030			
54135	2957134	6436551	Q388016	https://fr.wikipedia.org/wiki/Colombey-les-Belles	ark:/12148/cb15264204b	141171195		
54136	1140176	6436552	Q990768	https://fr.wikipedia.org/wiki/Conflans-en-Jarnisy	ark:/12148/cb15264205p	152577646		ark:/54721/eda3191a-d4ce-45e5-a55a-5cb08badee44
54137	113077	6436553	Q1026441	https://fr.wikipedia.org/wiki/Cons-la-Grandville	ark:/12148/cb152642061	153977887		
54138	113035	6436554	Q931612	https://fr.wikipedia.org/wiki/Cosnes-et-Romain	ark:/12148/cb15264207c		30326099	ark:/54721/77a8b5a3-e9e1-450f-8a55-8192d41d918a
54139	113080	6436555	Q772153	https://fr.wikipedia.org/wiki/Courbesseaux	ark:/12148/cb15264208q			ark:/54721/93650dd6-5935-46e7-ad37-b8c778eeb2d6
54140	2886601	6617046	Q182825	https://fr.wikipedia.org/wiki/Courcelles_(Meurthe-et-Moselle)	ark:/12148/cb152642092			
54141	2367086	6436556	Q1026437	https://fr.wikipedia.org/wiki/Coyviller	ark:/12148/cb152642108			
54142	2960458	6436557	Q988189	https://fr.wikipedia.org/wiki/Crantenoy	ark:/12148/cb15264211m			
54143	113052	6436558	Q1018324	https://fr.wikipedia.org/wiki/Cr%C3%A9pey	ark:/12148/cb15264212z	240160746		
